episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1,ou_theta_0,ou_theta_1,ou_mu_0,ou_mu_1,ou_sigma_0,ou_sigma_1,ou_dt_0,ou_dt_1,ou_x0_0,ou_x0_1
329,2,-250.16313018238935,0.1631301823893615,14505.115234375,23737.6025390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
330,1,-500.1481944063437,0.14819440634367642,4444.193359375,17018.703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
331,3,-166.7013430998629,-0.4074893636753603,17351.599609375,12933.349446614584,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
332,12,-0.14879950653863092,-41.75639869713051,16019.469482421875,20592.36641438802,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
333,11,-45.64647172326778,0.13477256892198522,17454.478560014206,19251.719105113636,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
334,5,-0.1461326702447073,-100.34000823150996,20075.9212890625,18509.3919921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
335,7,-0.12903254395501632,-71.60759405030907,19703.83858816964,22991.262555803572,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
336,10,-50.087765326601215,0.08776532660121829,17221.841552734375,18822.46728515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
337,5,-0.09585796013600936,-100.33081013927624,17391.965869140626,18279.27744140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
338,7,-0.14358299063137706,-71.53939242146228,18427.853759765625,16070.71044921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
339,3,-166.69710254877762,-0.1956957454663423,12490.737955729166,26818.508138020832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
340,12,-0.0687312420897257,-41.59793542457694,20707.271240234375,16386.46805826823,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
341,13,-0.06548465223158928,-38.40235842024187,16002.793194110576,21195.397198016828,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
342,5,-100.1771393466266,0.17713934662660757,15191.986645507812,12366.27412109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
343,12,-41.76006073577631,-41.82562950375319,17055.037272135418,11680.933654785156,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
344,3,-0.17163430644360875,-167.3683524558518,15325.584391276041,24317.779296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
345,5,-100.13441755040301,0.1344175504030021,21554.86435546875,18464.0875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
346,4,-125.08527126219518,0.08527126219517632,12867.420166015625,19717.0361328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
347,4,-0.08892809706771666,-125.45235163607,20340.72607421875,20426.0595703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
348,7,-71.4797601102334,-0.11498100441730268,18434.63058035714,20661.389787946428,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
349,8,-0.09269882646428168,-62.61531130547744,15553.958099365234,17557.90249633789,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
350,2,-0.11464948496218548,-250.85410392712492,30834.34375,20935.0732421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
351,11,-45.52270188248304,0.06815642793758513,16001.503151633522,21331.825705788353,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
352,4,-125.08830776040386,0.08830776040386454,5273.7088623046875,10743.51123046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
353,2,-250.20601195938954,0.20601195938954886,11963.324951171875,19771.482421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
354,2,-0.07797373430288274,-250.9573434459155,24327.244140625,33638.208984375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
355,13,-38.51144170893892,0.04990324740045793,17404.90534855769,20719.98527644231,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
356,3,-0.1429302761105672,-167.346718349838,20562.511393229168,22763.018880208332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
357,5,-0.12410400895384288,-100.22038814121507,8522.540576171876,21243.395703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
358,5,-100.07718253527109,0.07718253527109184,12954.04052734375,16051.1658203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
359,5,-0.17940595668546938,-100.17364667637028,18348.2712890625,19738.2955078125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
360,7,-71.47623153133154,0.04766010276010952,16549.26004464286,12927.241768973214,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
361,12,-0.0871948156548542,-41.76639221044134,20359.549235026043,19243.861389160156,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
362,6,-0.05562516802421949,-83.57774921527796,15576.260701497396,15010.22998046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
363,10,-50.045991136658955,-0.03236648376704507,19602.4587890625,21567.967578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
364,4,-0.09929285895500495,-125.44484123737782,19526.08447265625,24331.412109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
365,10,-50.08470131420264,0.0847013142026426,16272.92333984375,17517.466357421876,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
366,9,-55.64990626055112,0.09435070499556614,16856.337348090277,21080.946397569445,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
367,11,-45.56269410029338,0.10814864574792082,16181.434925426136,15358.795698686079,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
368,2,-0.1216133411565451,-250.81088211376706,8823.6337890625,13031.5849609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
369,3,-0.19185535584221605,-167.29047216696412,15139.1552734375,18605.623046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
370,2,-250.16427024519,0.16427024519000755,14729.8095703125,23253.927734375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
371,11,-45.5641816807279,0.10963622618244702,23942.75634765625,21924.750932173294,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
372,5,-100.0938010940171,0.09380109401709216,16472.63740234375,22409.816015625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
373,6,-83.43835165798961,-0.004110313145100214,20276.028645833332,24625.164388020832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
374,7,-0.13884870513040243,-71.52999995970578,21663.03341238839,19989.3095703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
375,3,-0.019610630768314322,-167.2699974251622,11006.625244140625,22319.4443359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
376,4,-0.205668560337684,-125.24925912881339,18741.066650390625,17162.58349609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
377,3,-0.09998070159936083,-167.04635156999254,10217.61083984375,20445.598958333332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
378,2,-0.192364119862586,-250.70623304747394,16549.25634765625,21945.89013671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
379,5,-0.1632630329087998,-100.03957747457198,20986.575,27794.963671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
380,3,-166.8618551740636,0.19518850739693985,13441.620361328125,29761.298177083332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
381,16,-0.04650561875537281,-31.30862452145925,16932.644577026367,23484.233123779297,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
382,2,-0.21613308618522895,-250.85753853269412,25097.1748046875,13579.812744140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
383,8,-0.13797660801413433,-62.613045011044505,18209.781799316406,22531.605346679688,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
384,6,-0.13038968403229897,-83.40023671438674,17475.088216145832,17533.094563802082,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
385,2,-0.15527391197746362,-250.78826066048057,20389.45068359375,18251.17431640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
386,7,-71.5182670873949,-71.63963827345037,15431.31361607143,21055.1083984375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
387,2,-250.1466029643481,0.1466029643480818,11342.08056640625,17924.1748046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
388,3,-0.06480031135420265,-167.28292381659696,21959.65234375,32049.020833333332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
389,15,-0.08548153283197348,-33.342716536790604,17646.7603515625,24052.232421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
390,5,-100.04888827753193,-100.2886289167496,13385.83759765625,17888.4994140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
391,6,-83.49626906337015,0.16293573003680603,12211.479085286459,21172.367513020832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
392,3,-0.0997154072746721,-167.10107876074343,8003.785807291667,24072.321614583332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
393,5,-100.11538710902757,0.11538710902755618,13126.1580078125,16226.69404296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
394,10,-0.09799518416298587,-50.00786888231405,20488.16875,25455.994140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
395,4,-125.11018996234647,0.11018996234646981,19320.572509765625,19391.643310546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
396,3,-0.17555061411795714,-167.39210496889893,13053.9111328125,16402.731119791668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
397,3,-0.116170593391349,-166.92345686763468,12610.338053385416,18467.874348958332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
398,5,-0.03694869027912347,-100.2267045607223,19393.6111328125,35121.283984375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
399,9,-55.68309009347939,0.11048614568458225,15746.233018663195,18740.84060329861,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
400,6,-0.15499955189986578,-83.37244287598558,21229.279622395832,22575.118001302082,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
401,4,-0.06315731681064908,-125.34422281463519,15362.112548828125,23894.693359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
402,6,-0.13862811862426933,-83.5279733969345,13840.637939453125,22077.115559895832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
403,6,-83.54939790693348,-83.42104938420006,18999.778483072918,22742.936360677082,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
404,20,-0.09268468659079333,-25.034270629245356,18414.38681640625,24556.2181640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
405,13,-0.0632697786968283,-38.47578316960901,13866.424166165865,20673.670147235578,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
406,10,-50.06167656463907,0.06167656463906842,15854.907666015624,22473.40634765625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
407,8,-0.12958505874754755,-62.65094099734474,19402.337341308594,25771.844360351562,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
408,2,-250.19502852771134,0.19502852771135215,6761.086181640625,25434.783203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
409,6,-0.09943057834008766,-83.49650399178918,12322.193359375,20853.640706380207,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
410,3,-0.1316555175466422,-167.16563453651975,12113.5595703125,20247.728515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
411,4,-0.15715677835750513,-125.32636776190618,12030.907958984375,27299.078125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
412,2,-0.11478223215802906,-250.69970476373604,19500.5771484375,19608.8857421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
413,9,-0.04955174393248179,-55.62064327661803,14060.976345486111,18979.414605034723,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
414,8,-62.55204952472761,0.05204952472760891,18253.864501953125,19546.123657226562,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
415,4,-0.11587487735944098,-125.35938099192806,19594.28466796875,24624.224853515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
416,9,-0.11776800257285824,-55.68775316761746,19485.499403211805,23437.395616319445,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
417,1,-0.1731333832451628,-500.85423416659205,22156.7109375,13711.15234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
418,12,-0.07209683349647701,-41.7604092025657,19226.48046875,25326.225911458332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
419,4,-0.035992826342382954,-125.58944397551662,14599.81689453125,25307.2822265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
420,4,-125.06305657762526,0.06305657762525743,13081.59423828125,26029.390991210938,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
421,8,-62.66887097205071,0.08777408587414763,13580.30322265625,24502.75146484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
422,1,-0.08949633436341227,-501.00934501853925,21116.486328125,21152.09375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
423,10,-50.155457429512495,-49.973357900876465,20411.6947265625,26135.0302734375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
424,3,-0.07355632843588487,-167.07972704263088,18316.599609375,23393.854166666668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
425,6,-0.15189860335130173,-83.52458082343337,25260.715494791668,26357.901692708332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
426,2,-0.1501454332287226,-250.54050360611558,18966.5517578125,29964.314453125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
427,5,-0.053438319650582655,-100.3203664285045,19499.9609375,16354.37109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
428,1,-0.02523790091076854,-501.07136890964307,14261.4658203125,12569.7392578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
429,3,333.31769116888125,-500.3315496268164,15255.368815104166,20411.55078125,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
430,5,-0.17010149456381946,-100.25377895529076,19794.10234375,22747.2068359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
431,9,55.50561127122972,-111.27386585222033,16541.148546006945,22938.010199652777,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
432,5,-100.11520315228978,0.11520315228977815,20523.7875,29316.373046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
433,3,-166.72275699996644,0.056090333299766655,17839.165690104168,26409.350911458332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
434,5,-100.11444499328363,0.11444499328362907,17226.1091796875,20931.0248046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
435,7,-0.11260232477126104,-71.52252559650346,20340.696707589286,20159.10226004464,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
436,8,-0.1372950823319656,-62.49048926206721,16475.99609375,17980.659912109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
437,3,-0.17003374406210572,-167.27624760123686,17491.673177083332,17320.526041666668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
438,7,-71.53053827140747,-71.55728271928447,15987.443429129464,23690.505301339286,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
439,4,-0.06247403119417986,-125.21450778315119,13274.741943359375,22066.4921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
440,15,-0.11340115279522345,-33.33088744838737,20519.55859375,23489.245638020835,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
441,6,-83.49699274049556,0.16365940716221575,11466.479166666666,23740.001627604168,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
442,7,-0.0916044155532423,-71.58055706573339,14922.383998325893,20010.32393973214,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
443,7,-71.55684340083292,0.12827197226148782,18058.81668526786,22235.365234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
444,1,-0.010508085023673175,-500.0392293703081,37548.4921875,20217.7109375,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
445,7,-0.042873619899181724,-71.59915037036556,17239.90743582589,24087.742047991072,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
446,5,-0.1053337513245042,-100.29324551469662,18103.3005859375,22990.4712890625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
447,4,-0.04536782213008671,-125.56645567453924,19483.45751953125,33229.04931640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
448,12,-0.0984055650795463,-41.710028620163655,18161.89501953125,18646.038899739582,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
449,11,-45.553884034046106,0.09933857950064975,15399.246360085228,29395.877308238636,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
450,17,-0.07218007698851829,-29.446741065356534,16381.554888556986,25001.921616498163,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
451,10,-50.15023212131955,0.11555660558986043,20842.368701171876,22532.893994140624,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
452,6,166.64140337271436,-250.1958811639203,14769.800008138021,18683.774251302082,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
453,12,-0.04571130402493113,-41.751267880815185,16054.306315104166,24093.5234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
454,13,-0.16214681367622286,-38.40710664636696,18569.538912259617,28657.19756610577,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
455,10,-50.120213739029694,0.12021373902968754,17830.18203125,18069.87470703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
456,10,-0.14248640752403527,-50.025013892219086,19211.657421875,26419.3513671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
457,5,-100.04117917561805,0.04117917561804284,16290.2591796875,24337.628515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
458,4,-0.19582108424967914,-125.41012973608548,17291.49365234375,15063.725341796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
459,9,-0.16374339154450215,-55.52951953005211,14497.296495225695,19770.05392795139,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
460,7,-0.1151331907680636,-71.8732088971184,17048.78543526786,23886.936941964286,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
461,6,-0.0822927213115502,-83.56503945709461,19303.56396484375,22627.6669921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
