episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1,ou_theta_0,ou_theta_1,ou_mu_0,ou_mu_1,ou_sigma_0,ou_sigma_1,ou_dt_0,ou_dt_1,ou_x0_0,ou_x0_1
732,15,-0.07697324700860751,-33.37508174952222,13413.758414713542,26809.495052083334,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
733,11,-0.04496219956142949,-45.61378990242823,17565.567116477272,32686.2353515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
734,1,-0.18085526817639958,-500.9970275812582,13877.466796875,55131.4453125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
735,11,-0.09725330767565626,-45.55500682419867,14765.591841264204,31575.68181818182,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
736,7,-0.20554514823586736,-71.47878381427083,13557.72523716518,29066.859933035714,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
737,17,-0.09845232724842161,-29.401856259393572,13584.492288028492,33663.21065027574,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
738,1,-0.14866538923217074,-501.03842138858215,3993.66064453125,34951.921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
739,6,-0.14213881994313485,-83.49972649411957,12943.164672851562,29815.344075520832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
740,15,-0.12435749760308114,-33.34550425590219,15081.657259114583,30148.820442708333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
741,15,66.5986574529656,-100.06001617990574,13311.039908854167,24982.587141927084,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
742,9,-0.12367924352173348,-55.629141767348145,12829.108289930555,36296.00151909722,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
743,11,-45.57177036326304,-45.468606316926184,16555.315829190342,31131.176313920456,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
744,6,-0.2181634467973815,-83.32249926077061,15264.675130208334,32458.954427083332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
745,4,-125.18854846036324,-125.20035552355579,6605.667236328125,25980.79150390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
746,8,-0.0751812506525151,-62.66958257231509,6028.735626220703,26098.40087890625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
747,7,-0.10760429132070295,-71.47905183126821,13595.64955357143,27591.39815848214,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
748,13,-38.61754926956981,-38.46407951433549,12221.063852163461,32975.66383713942,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
749,6,-0.08615992452251371,-83.43665721322846,8684.414713541666,31849.244466145832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
750,14,-0.12472720192983619,-35.68906255384977,15882.017647879464,34818.160853794645,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
751,7,-0.046432214169711834,-71.61501138663215,18664.60623604911,28732.13936941964,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
752,16,31.20120803955539,-62.58903052378584,16495.787628173828,28183.732299804688,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
753,16,-0.07945041797974899,-31.238967732650227,14025.073120117188,32192.476318359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
754,8,-0.13922301641635607,-62.63116251852968,14021.189575195312,37765.303466796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
755,5,-0.0797213914104869,-100.27821107470005,11449.5140625,39403.00546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
756,2,-0.08162503005942985,-250.8512903141673,11339.4365234375,21864.2548828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
757,3,-0.14909699720696812,-167.04106270969945,21075.983072916668,36360.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
758,8,-0.14243322533376104,-62.57566593482686,12255.163360595703,23569.394165039062,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
759,1,-0.17032855073998077,-500.86441729065854,18263.998046875,26219.13671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
760,7,-0.16837216918847414,-71.49183083390392,12504.656633649554,29828.620256696428,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
761,9,-0.0833936228116224,-55.635172570175854,11890.325412326389,27799.142578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
762,13,-0.1204625062815938,-38.496868915444196,15259.997089092549,31767.14783653846,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
763,1,-500.09101594284544,0.09101594284543368,15424.228515625,27252.056640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
764,2,-0.12474722544567152,-250.7544814799408,2445.695556640625,40172.82275390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
765,6,-0.139997779730262,-83.52840563393697,10773.795572916666,31885.003255208332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
766,11,-0.11874409408596015,-45.429679818526,12404.459050958807,25287.45978338068,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
767,15,-33.42529012645097,0.09195679311763198,13437.546809895834,28705.082486979165,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
768,15,-0.07197877504038933,-33.39863850319655,15219.474934895834,33462.8640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
769,7,-71.52318542958317,0.09461400101174307,12697.357631138393,27905.620675223214,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
770,15,-0.04533972485818364,-33.4299745379202,11296.426318359376,24881.268815104166,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
771,4,-125.13536327224968,-125.42098133464198,22010.424072265625,26795.34716796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
772,4,-0.10611546053998319,-125.30755575480023,10818.963104248047,29384.90625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
773,18,-0.0961963698906248,-27.737240055781584,12957.808512369791,28568.601019965277,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
774,10,-0.10822234431826383,-50.06745055444881,11241.169384765624,24583.0498046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
775,3,-0.09152009336942009,-167.1564401367091,8937.169108072916,22498.005208333332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
776,6,-0.16296240625835975,-83.44116802397879,6022.426411946614,31486.896484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
777,13,-0.061712254509577624,-38.57143588353306,12841.010103665865,35543.46950120192,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
778,18,-0.07940147456980791,-27.808608123400518,9782.6923828125,28303.604573567707,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
779,13,-0.04950026803431303,-38.531367673781645,12872.468374399039,27194.16962139423,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
780,5,-100.17261808683877,-100.04647014507022,16170.25205078125,39579.009375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
781,17,-0.0517891042777402,-29.426455805391665,13474.854951746323,27216.23161764706,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
782,16,-0.0565859234476819,-31.329730859937,11692.599319458008,30067.576049804688,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
783,6,-0.17370399329134587,-83.45500812068171,19256.100992838543,30033.791341145832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
784,6,-0.08223701159747343,-83.54464657574832,13001.298990885416,29301.191080729168,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
785,5,-0.12970745679782913,-100.30625242488398,16312.2724609375,29256.67421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
786,18,-0.09923534456277631,-27.804705044444123,14831.097357855902,31915.87744140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
787,2,-0.08990197664350211,-250.87843595436692,7502.4345703125,31286.421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
788,15,-33.42272726836665,0.08939393503331709,15521.51455078125,30713.066666666666,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
789,20,-0.0977875995015545,-24.97364641399258,13065.090435791015,28401.610986328124,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
790,12,-0.06895561688622452,-41.73826178889158,10728.510986328125,25427.68701171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
791,13,-0.052174286119610384,-38.50812489368837,11191.06571138822,31985.756310096152,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
792,12,-0.10781108575466765,-41.68492964960556,15637.717061360678,31776.89892578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
793,8,-0.10377794769358235,-62.67022745948645,14310.8076171875,31766.64697265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
794,18,-0.09714690669932935,-27.762999739788185,13252.482543945312,25338.48228624132,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
795,6,-0.15724623916831895,-83.40240722683009,9131.083455403646,29507.655436197918,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
796,2,-0.18217075108524394,-250.74216600471314,20520.7041015625,31640.80859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
797,1,-500.2006414870628,0.20064148706279683,11687.8466796875,13511.482421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
798,11,45.39779956468886,-90.98462292180243,11027.322154651989,29492.163529829544,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
799,9,-0.13488953549744698,-55.58958574004345,10366.956217447916,24085.23898654514,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
800,4,-125.1397545501123,0.1397545501123043,9910.645141601562,32425.71826171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
801,17,-29.51034758488059,0.09858287899823859,14802.883645450367,28180.267578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
802,8,-62.58119940609043,0.08119940609043322,14196.305114746094,33399.124755859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
803,8,-62.61544007008336,0.1154400700833595,10188.918884277344,27087.06787109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
804,13,-38.562494935247315,0.10095647370885583,9474.660888671875,25823.503079927883,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
805,12,-0.10729311152992661,-41.68674835142131,14298.791809082031,27275.812337239582,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
806,23,-0.09804921129229592,-21.726238959901295,14593.00443699049,27034.072520380436,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
807,22,-0.10383717399772019,-22.71759079750273,12107.817027698864,32756.193448153408,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
808,15,-0.08033122641876152,-33.39355481936949,11127.215950520833,28689.571223958334,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
809,9,-0.10071234094498431,-55.693024780216895,11550.49791124132,27602.19140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
810,15,-0.13923381503079618,-33.286147162612835,10282.070182291667,25104.116341145833,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
811,17,-29.521585755145374,0.10982104926302164,13892.045754825367,29008.963924632353,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
812,11,-0.148868113029439,-45.485842421455665,16990.512917258522,30220.937144886364,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
813,14,-0.0811081108568642,-35.717098963659794,9682.86776297433,29328.51785714286,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
814,5,-0.1292789371481901,-100.2942717217837,15522.32978515625,27964.83046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
815,1,-0.1819659019770047,-500.81931830986355,9027.630859375,31765.24609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
816,3,-166.87343055193577,0.12253316321495317,15678.770751953125,33543.097005208336,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
817,9,-0.13344538140912665,-55.597659901019014,13075.650200737848,32352.69118923611,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
818,16,-0.07390402737365907,-31.25564303511531,15289.2216796875,25737.031677246094,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
819,8,-0.11542508912893046,-62.51646677722917,12247.595977783203,29241.276611328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
820,9,-0.11400744767872723,-55.64146478453202,12092.711263020834,32904.65212673611,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
821,5,-0.18639115752853289,-100.13492483387226,11438.52197265625,36294.8265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
822,8,-0.05756568399129269,-62.637774949728126,12702.5126953125,20359.859130859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
823,10,-0.04599339044938976,-50.056646137099605,8601.380932617187,31253.78505859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
824,14,-0.10177309631266629,-35.72558326112749,11665.002877371651,26956.37039620536,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
825,13,-0.09429914007687709,-38.456280856003744,12013.162109375,22736.955303485578,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
826,4,-0.0527146440025282,-125.31362491437717,14382.31591796875,33050.91357421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
827,11,-0.09439621272338163,-45.50436280470205,11510.418579101562,24670.066938920456,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
828,10,-0.05590403036463267,-50.10525683399642,12097.350561523437,30158.25341796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
829,13,-0.06549892415310489,-38.542325984561536,13202.478384164664,28325.47468449519,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
830,13,-0.07676984527117486,-38.468380942878895,13795.235370342549,31193.39130108173,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
831,5,-100.20214071227834,0.2021407122783292,11644.0826171875,31780.549609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
832,14,-0.07704632608951544,-35.714797346039624,13545.711530412946,34161.544642857145,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
833,17,-0.12223359585266354,-29.415423242872404,14630.644473805147,31331.978515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
834,4,-0.023410784954598,-125.29210185825893,17809.069091796875,29779.16845703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
835,7,-0.08896633762327132,-71.63020904062736,11547.166434151786,34784.22014508928,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
836,1,-500.17186477053536,0.17186477053537275,12037.8779296875,43947.609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
837,10,49.94120880896719,-100.10685863568683,13941.658056640625,31165.2244140625,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
838,5,-0.1035705287193385,-100.28771755011448,10320.959716796875,29432.276953125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
839,7,-0.15526375756577787,-71.48627995032732,11921.15492466518,27715.51785714286,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
840,14,-0.08380306798765969,-35.77006095514296,13134.267543247768,31443.568777901786,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
841,15,-0.07574722657245171,-33.403181146130414,12296.510709635417,26739.677473958334,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
842,16,-0.09241101908373552,-31.23695826557569,12715.718322753906,29473.1630859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
843,1,-500.06490249282456,0.06490249282455265,17758.73828125,24893.125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
844,17,-0.08082623315009564,-29.391134064716873,9645.776726217831,27359.662712545956,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
845,10,-0.06383436663339395,-50.11045777756327,14498.838647460938,25790.9388671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
846,6,-0.10300926990165511,-83.52828774921886,8168.780192057292,23237.3642578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
847,17,-0.08152546785584643,-29.450510647196825,16419.876665900734,29606.488396139706,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
848,5,-0.11517702036967177,-100.16370453844195,10115.5123046875,19812.68056640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
849,4,-125.11151946509236,0.11151946509236442,9213.15966796875,32102.12939453125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
850,13,38.39429005203833,-115.4178178155678,11695.01385967548,29369.82744891827,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
851,12,-0.041672517622540865,-41.80521637611607,11584.988301595053,27605.794108072918,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
852,1,-500.1438879634953,0.14388796349529231,3593.85693359375,15193.03515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
853,4,-0.1088593370079328,-125.22632668105297,14020.500854492188,22090.06005859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
854,11,-0.059685780181654054,-45.52262249597018,12005.685968572443,24137.014293323864,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
855,12,-0.12976709146929372,-41.675465114223215,11488.072835286459,28383.579264322918,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
856,1,-0.1994459913816478,-500.8663692432049,28213.92578125,39905.296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
857,2,-250.19527076101463,0.1073272726039888,20742.5009765625,37305.91796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
858,11,-0.10650449357876299,-45.511199526851875,18106.950106534092,28172.9345703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
859,14,-35.83624151133054,-35.71224336264849,12074.411847795758,30616.60693359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
860,8,124.96945090293772,-187.66108874819946,9530.493835449219,32650.489013671875,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
861,11,90.87813178142662,-136.48269889308568,9272.903120561079,29678.863991477272,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
862,4,-125.13149193159785,0.13149193159785952,8178.8565673828125,27082.4208984375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
863,3,-166.69774967671418,0.03108301004750401,15156.532877604166,37253.717447916664,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
864,11,-0.0745725109654313,-45.5207930089081,17238.116832386364,32928.745649857956,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
